Resource, Speed
devices/chic-mpr1/interfaces/xe-0%2F0%2F0.955, 10000
devices/chic-mpr1/interfaces/xe-0%2F0%2F0.32767, 10000
devices/clev-mpr1/interfaces/em2, 1000
devices/clev-mpr1/interfaces/em2.32768, 1000
devices/clev-mpr1/interfaces/em3, 1000
devices/clev-mpr1/interfaces/vme.0, 1000
devices/clev-mpr1/interfaces/gr-0%2F0%2F0, 800
devices/clev-mpr1/interfaces/pfh-0%2F0%2F0, 800
devices/clev-mpr1/interfaces/pfe-0%2F0%2F0, 800
devices/clev-mpr1/interfaces/jsrv.1, 1000
devices/clev-mpr1/interfaces/sxe-0%2F0%2F0, 1000
devices/clev-mpr1/interfaces/sxe-0%2F0%2F0.16386, 1000
devices/clev-mpr1/interfaces/sxe-0%2F0%2F1, 1000
devices/clev-mpr1/interfaces/sxe-0%2F0%2F1.16386, 1000
devices/clev-mpr1/interfaces/irb.910, 1000
devices/clev-mpr1/interfaces/irb.920, 1000
devices/clev-mpr1/interfaces/irb.930, 1000
devices/clev-mpr1/interfaces/irb.940, 1000
devices/clev-mpr1/interfaces/irb.950, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F0, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F1, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F1.0, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F13, 100
devices/clev-mpr1/interfaces/ge-0%2F0%2F13.0, 100
devices/clev-mpr1/interfaces/ge-0%2F0%2F3, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F12, 100
devices/clev-mpr1/interfaces/ge-0%2F0%2F12.0, 100
devices/clev-mpr1/interfaces/ge-0%2F0%2F24, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F29, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F28, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F26, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F3.0, 1000
devices/clev-mpr1/interfaces/gr-0%2F0%2F0.0, 800
devices/clev-mpr1/interfaces/gr-0%2F0%2F0.1, 800
devices/clev-mpr1/interfaces/irb.977, 1000
devices/clev-mpr1/interfaces/ge-0%2F0%2F15, 100
devices/clev-mpr1/interfaces/ge-0%2F0%2F15.0, 100
devices/clev-mpr1/interfaces/ge-0%2F0%2F14, 100
devices/clev-mpr1/interfaces/ge-0%2F0%2F14.0, 100
devices/denv-asw1/interfaces/vme.0, 1000
devices/denv-asw1/interfaces/gr-0%2F0%2F0, 800
devices/denv-asw1/interfaces/jsrv.1, 1000
devices/denv-asw1/interfaces/pfh-0%2F0%2F0, 800
devices/denv-asw1/interfaces/pfe-0%2F0%2F0, 800
devices/denv-asw1/interfaces/irb.909, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F0.0, 100
devices/denv-asw1/interfaces/ge-0%2F0%2F1.0, 100
devices/denv-asw1/interfaces/ge-0%2F0%2F2.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F3.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F4.0, 100
devices/denv-asw1/interfaces/ge-0%2F0%2F5.0, 100
devices/denv-asw1/interfaces/xe-0%2F0%2F32, 10000
devices/denv-asw1/interfaces/xe-0%2F0%2F32.0, 10000
devices/denv-asw1/interfaces/xe-0%2F0%2F33, 10000
devices/denv-asw1/interfaces/xe-0%2F0%2F33.0, 10000
devices/denv-asw1/interfaces/ge-0%2F0%2F6.0, 100
devices/denv-asw1/interfaces/ge-0%2F0%2F7.0, 100
devices/denv-asw1/interfaces/ge-0%2F0%2F8.0, 100
devices/denv-asw1/interfaces/ge-0%2F0%2F9.0, 100
devices/denv-asw1/interfaces/ge-0%2F0%2F10.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F11.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F12.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F25, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F25.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F24.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F13, 10
devices/denv-asw1/interfaces/ge-0%2F0%2F13.0, 10
devices/denv-asw1/interfaces/ge-0%2F0%2F14, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F14.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F26, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F26.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F27, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F27.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F28, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F28.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F23, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F23.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F22, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F22.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F21, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F21.0, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F20, 1000
devices/denv-asw1/interfaces/ge-0%2F0%2F20.0, 1000
devices/denv-cr5/interfaces/to_es-stub, 10000
devices/denv-cr5/interfaces/3%2F1%2F1, 100000
devices/denv-cr5/interfaces/to_denv-owamp, 10000
devices/denv-cr5/interfaces/to_nrel_ip-d, 100000
devices/denv-cr5/interfaces/to_nrel_ip-d_v6, 100000
devices/denv-cr5/interfaces/4%2F1%2F1, 100000
devices/denv-cr5/interfaces/4%2F2%2F1, 100000
devices/denv-cr5/interfaces/to_pnwg-cr5_ip-a, 10000
devices/denv-cr5/interfaces/5%2F1%2F1, 100000
devices/denv-cr5/interfaces/to_bois-cr1_ip-b, 10000
devices/denv-cr5/interfaces/5%2F2%2F1, 100000
devices/denv-cr5/interfaces/to_pnwg-cr5_ip-b, 10000
devices/denv-cr5/interfaces/to_denv-pt1, 10000
devices/denv-cr5/interfaces/to_kans-cr5_ip-a, 100000
devices/denv-cr5/interfaces/to_denv-pt1-v6, 10000
devices/denv-cr5/interfaces/to_frgp_v4, 100000
devices/denv-cr5/interfaces/to_frgp_v6, 100000
devices/denv-cr5/interfaces/to_lsvn-cr1_ip-a, 10000
devices/denv-cr5/interfaces/to_nrel_ip-b, 10000
devices/denv-cr5/interfaces/to_nrel_ip-b_v6, 10000
devices/denv-cr5/interfaces/to_pnwg-cr5_ip-c, 100000
devices/denv-cr5/interfaces/to_denv-mpr1, 10000
devices/denv-cr5/interfaces/to_nga-sw_ip-b_v4, 10000
devices/denv-cr5/interfaces/9%2F1%2F1, 10000
devices/denv-cr5/interfaces/9%2F1%2F2, 10000
devices/denv-cr5/interfaces/9%2F1%2F3, 10000
devices/denv-cr5/interfaces/9%2F1%2F4, 10000
devices/denv-cr5/interfaces/9%2F1%2F5, 10000
devices/denv-cr5/interfaces/to_nga-sw_ip-b_v6, 10000
devices/denv-cr5/interfaces/10%2F1%2F1, 10000
devices/denv-cr5/interfaces/10%2F1%2F2, 10000
devices/denv-cr5/interfaces/10%2F1%2F3, 10000
devices/denv-cr5/interfaces/10%2F1%2F4, 10000
devices/denv-cr5/interfaces/10%2F1%2F5, 10000
devices/denv-cr5/interfaces/10%2F1%2F6, 10000
devices/denv-cr5/interfaces/10%2F1%2F7, 10000
devices/denv-cr5/interfaces/10%2F1%2F9, 10000
devices/denv-cr5/interfaces/10%2F1%2F10, 10000
devices/denv-cr5/interfaces/10%2F1%2F11, 10000
devices/denv-cr5/interfaces/10%2F1%2F12, 10000
devices/denv-cr5/interfaces/to_nrel_ip-c, 10000
devices/denv-cr5/interfaces/to_nrel_ip-c_v6, 10000
devices/denv-cr5/interfaces/1%2F1%2F1, 100000
devices/denv-cr5/interfaces/A%2F1, 100
devices/denv-cr5/interfaces/B%2F1, 100
devices/denv-cr5/interfaces/to_sacr-cr5_ip-a, 100000
devices/denv-cr5/interfaces/to_albq-cr5_ip-a, 100000
devices/denv-cr5/interfaces/2%2F1%2F1, 100000
devices/denv-cr5/interfaces/to_ndn_data, 10000
devices/denv-cr5/interfaces/to_ndn_mgt, 10000
devices/denv-cr5/interfaces/to_i2-ciena-dcn, 10000
devices/denv-mpr1/interfaces/em2, 1000
devices/denv-mpr1/interfaces/em2.32768, 1000
devices/denv-mpr1/interfaces/em3, 1000
devices/denv-mpr1/interfaces/em0, 1000
devices/denv-mpr1/interfaces/em0.0, 1000
devices/denv-mpr1/interfaces/vme.0, 1000
devices/denv-mpr1/interfaces/gr-0%2F0%2F0, 800
devices/denv-mpr1/interfaces/xe-0%2F0%2F0, 10000
devices/denv-mpr1/interfaces/ge-0%2F0%2F1, 1000
devices/denv-mpr1/interfaces/ge-0%2F0%2F12, 100
devices/denv-mpr1/interfaces/ge-0%2F0%2F1.0, 1000
devices/denv-mpr1/interfaces/ge-0%2F0%2F13, 100
devices/denv-mpr1/interfaces/irb.910, 1000
devices/denv-mpr1/interfaces/irb.920, 1000
devices/denv-mpr1/interfaces/irb.930, 1000
devices/denv-mpr1/interfaces/irb.940, 1000
devices/denv-mpr1/interfaces/irb.950, 1000
devices/denv-mpr1/interfaces/xe-0%2F0%2F0.955, 10000
devices/denv-mpr1/interfaces/xe-0%2F0%2F0.32767, 10000
devices/denv-mpr1/interfaces/ge-0%2F0%2F24, 1000
devices/denv-mpr1/interfaces/ge-0%2F0%2F25, 1000
devices/denv-mpr1/interfaces/ge-0%2F0%2F26, 1000
devices/denv-mpr1/interfaces/ge-0%2F0%2F12.0, 100
devices/denv-mpr1/interfaces/ge-0%2F0%2F13.0, 100
devices/denv-mpr1/interfaces/ge-0%2F0%2F24.0, 1000
devices/denv-mpr1/interfaces/ge-0%2F0%2F25.0, 1000
devices/denv-mpr1/interfaces/gr-0%2F0%2F0.0, 800
devices/denv-mpr1/interfaces/irb.977, 1000
devices/denv-mpr1/interfaces/ge-0%2F0%2F14, 100
devices/denv-mpr1/interfaces/ge-0%2F0%2F14.0, 100
devices/denv-mpr1/interfaces/ge-0%2F0%2F15, 100
devices/denv-mpr1/interfaces/ge-0%2F0%2F15.0, 100
devices/denv-mpr1/interfaces/ge-0%2F0%2F3, 1000
devices/denv-mpr1/interfaces/ge-0%2F0%2F3.0, 1000
devices/doe-gtn-rt2/interfaces/fxp0, 1000
devices/doe-gtn-rt2/interfaces/lc-0%2F0%2F0, 800
devices/doe-gtn-rt2/interfaces/pfh-0%2F0%2F0, 800
devices/doe-gtn-rt2/interfaces/pfe-0%2F0%2F0, 800
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F0, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F1, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F2, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F3, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F4, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F5, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F6, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F7, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F8, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F9, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F0, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F1, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F2, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F3, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F4, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F5, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F6, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F7, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F8, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F9, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F0.0, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F1.0, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F2.0, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F3.911, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F3.915, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F0%2F3.32767, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F1.0, 1000
devices/doe-gtn-rt2/interfaces/xe-2%2F0%2F1.5, 10000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F3.1820, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F3.1821, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F3.32767, 1000
devices/doe-gtn-rt2/interfaces/xe-2%2F0%2F0, 10000
devices/doe-gtn-rt2/interfaces/xe-2%2F0%2F1, 10000
devices/doe-gtn-rt2/interfaces/xe-2%2F0%2F2, 10000
devices/doe-gtn-rt2/interfaces/xe-2%2F0%2F3, 10000
devices/doe-gtn-rt2/interfaces/pd-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/pe-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/gr-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/ip-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/vt-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/mt-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/lt-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/ut-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/ud-0%2F1%2F10, 1000
devices/doe-gtn-rt2/interfaces/vt-0%2F1%2F10.2097152, 1000
devices/doe-gtn-rt2/interfaces/pe-0%2F1%2F10.32769, 1000
devices/doe-gtn-rt2/interfaces/jsrv.1, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F2.909, 1000
devices/doe-gtn-rt2/interfaces/ge-0%2F1%2F2.32767, 1000
devices/doe-gtn-rt2/interfaces/xe-2%2F0%2F1.32767, 10000
devices/doe-gtn-rt2/interfaces/xe-2%2F0%2F2.30, 10000
devices/doe-gtn-rt2/interfaces/xe-2%2F0%2F2.32767, 10000
devices/doe-gtn-ssw1/interfaces/vme.0, 1000
devices/doe-gtn-ssw1/interfaces/jsrv.1, 1000
devices/doe-gtn-ssw1/interfaces/pfh-0%2F0%2F0, 800
devices/doe-gtn-ssw1/interfaces/pfe-0%2F0%2F0, 800
devices/doe-gtn-ssw1/interfaces/ge-0%2F0%2F11, 1000
devices/doe-gtn-ssw1/interfaces/ge-0%2F0%2F0.0, 1000
devices/doe-gtn-ssw1/interfaces/ge-0%2F0%2F1.0, 1000
devices/doe-gtn-ssw1/interfaces/ge-0%2F0%2F2.0, 1000
devices/doe-gtn-ssw1/interfaces/ge-0%2F0%2F3.0, 1000
devices/doe-gtn-ssw1/interfaces/ge-0%2F0%2F11.0, 1000
devices/doe-gtn-ssw1/interfaces/irb.909, 1000
devices/elpa-asw1/interfaces/me0, 1000
devices/elpa-asw1/interfaces/me0.0, 1000
devices/elpa-asw1/interfaces/vme.0, 1000
devices/elpa-asw1/interfaces/jsrv.1, 1000
devices/elpa-asw1/interfaces/pfe-0%2F0%2F0, 800
devices/elpa-asw1/interfaces/pfh-0%2F0%2F0, 800
devices/elpa-asw1/interfaces/gr-0%2F0%2F0, 800
devices/elpa-asw1/interfaces/irb.909, 1000
devices/elpa-asw1/interfaces/ge-0%2F0%2F2.0, 1000
devices/elpa-asw1/interfaces/ge-0%2F0%2F47, 1000
devices/elpa-asw1/interfaces/ge-0%2F0%2F40.0, 100
devices/elpa-asw1/interfaces/ge-0%2F0%2F41.0, 100
devices/elpa-asw1/interfaces/ge-0%2F0%2F42.0, 1000
devices/elpa-asw1/interfaces/ge-0%2F0%2F43.0, 1000
devices/elpa-asw1/interfaces/ge-0%2F0%2F44.0, 100
devices/elpa-asw1/interfaces/ge-0%2F0%2F45.0, 100
devices/elpa-asw1/interfaces/ge-0%2F0%2F46.0, 100
devices/elpa-asw1/interfaces/xe-0%2F2%2F0, 10000
devices/elpa-asw1/interfaces/xe-0%2F2%2F1, 10000
devices/elpa-asw1/interfaces/xe-0%2F2%2F0.0, 10000
devices/elpa-asw1/interfaces/irb.0, 1000
devices/elpa-asw1/interfaces/xe-0%2F2%2F1.16386, 10000
devices/elpa-cr5/interfaces/to_elpa-pt1, 10000
devices/elpa-cr5/interfaces/3%2F1%2F1, 100000
devices/elpa-cr5/interfaces/to_hous-cr5_ip-a, 100000
devices/elpa-cr5/interfaces/to_ga-rt3_ip-a, 10000
devices/elpa-cr5/interfaces/10%2F1%2F1, 10000
devices/elpa-cr5/interfaces/10%2F1%2F2, 10000
devices/elpa-cr5/interfaces/10%2F1%2F3, 10000
devices/elpa-cr5/interfaces/10%2F1%2F4, 10000
devices/elpa-cr5/interfaces/10%2F1%2F5, 10000
devices/elpa-cr5/interfaces/1%2F1%2F1, 100000
devices/elpa-cr5/interfaces/A%2F1, 100
devices/elpa-cr5/interfaces/to_elpa-mpr1, 10000
devices/elpa-cr5/interfaces/B%2F1, 100
devices/elpa-cr5/interfaces/to_albq-cr5_ip-a, 100000
devices/elpa-cr5/interfaces/to_sunn-cr5_ip-a, 100000
devices/elpa-cr5/interfaces/2%2F1%2F1, 100000
devices/elpa-cr5/interfaces/to_elpa-owamp, 10000
devices/elpa-cr5/interfaces/to_elpa-pt1-v6, 10000
devices/elpa-mpr1/interfaces/em2, 1000
devices/elpa-mpr1/interfaces/em2.32768, 1000
devices/elpa-mpr1/interfaces/em3, 1000
devices/elpa-mpr1/interfaces/vme.0, 1000
devices/elpa-mpr1/interfaces/gr-0%2F0%2F0, 800
devices/elpa-mpr1/interfaces/pfh-0%2F0%2F0, 800
devices/elpa-mpr1/interfaces/pfe-0%2F0%2F0, 800
devices/elpa-mpr1/interfaces/xe-0%2F0%2F0, 10000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F1, 1000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F12, 100
devices/elpa-mpr1/interfaces/ge-0%2F0%2F13, 100
devices/elpa-mpr1/interfaces/ge-0%2F0%2F24, 1000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F25, 1000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F26, 1000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F1.0, 1000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F12.0, 100
devices/elpa-mpr1/interfaces/ge-0%2F0%2F13.0, 100
devices/elpa-mpr1/interfaces/ge-0%2F0%2F24.0, 1000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F25.0, 1000
devices/elpa-mpr1/interfaces/jsrv.1, 1000
devices/elpa-mpr1/interfaces/irb.910, 1000
devices/elpa-mpr1/interfaces/irb.920, 1000
devices/elpa-mpr1/interfaces/irb.930, 1000
devices/elpa-mpr1/interfaces/irb.940, 1000
devices/elpa-mpr1/interfaces/irb.950, 1000
devices/elpa-mpr1/interfaces/sxe-0%2F0%2F0, 1000
devices/elpa-mpr1/interfaces/sxe-0%2F0%2F1, 1000
devices/elpa-mpr1/interfaces/xe-0%2F0%2F0.955, 10000
devices/elpa-mpr1/interfaces/xe-0%2F0%2F0.32767, 10000
devices/elpa-mpr1/interfaces/sxe-0%2F0%2F0.16386, 1000
devices/elpa-mpr1/interfaces/sxe-0%2F0%2F1.16386, 1000
devices/elpa-mpr1/interfaces/gr-0%2F0%2F0.0, 800
devices/elpa-mpr1/interfaces/irb.977, 1000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F14, 100
devices/elpa-mpr1/interfaces/ge-0%2F0%2F14.0, 100
devices/elpa-mpr1/interfaces/ge-0%2F0%2F15, 100
devices/elpa-mpr1/interfaces/ge-0%2F0%2F15.0, 100
devices/elpa-mpr1/interfaces/ge-0%2F0%2F3, 1000
devices/elpa-mpr1/interfaces/ge-0%2F0%2F3.0, 1000
devices/eqx-ash-asw1/interfaces/vme.0, 1000
devices/eqx-ash-asw1/interfaces/jsrv.1, 1000
devices/eqx-ash-asw1/interfaces/pfh-0%2F0%2F0, 800
devices/eqx-ash-asw1/interfaces/pfe-0%2F0%2F0, 800
devices/eqx-ash-asw1/interfaces/irb.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F0.0, 100
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F1.0, 100
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F3.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F4.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F5.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F6.0, 100
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F7.0, 100
devices/eqx-ash-asw1/interfaces/xe-0%2F0%2F32, 10000
devices/eqx-ash-asw1/interfaces/xe-0%2F0%2F32.0, 10000
devices/eqx-ash-asw1/interfaces/xe-0%2F0%2F33, 10000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F13, 1000
devices/eqx-ash-asw1/interfaces/xe-0%2F0%2F34, 10000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F13.0, 1000
devices/eqx-ash-asw1/interfaces/xe-0%2F0%2F35, 10000
devices/eqx-ash-asw1/interfaces/xe-0%2F0%2F34.16386, 10000
devices/eqx-ash-asw1/interfaces/xe-0%2F0%2F35.16386, 10000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F14.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F15, 1000
devices/eqx-ash-asw1/interfaces/gr-0%2F0%2F0, 800
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F16.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F17, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F18, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F19, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F19.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F20.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F21, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F21.0, 1000
devices/eqx-ash-asw1/interfaces/ge-0%2F0%2F8.0, 1000
devices/eqx-ash-asw1/interfaces/irb.909, 1000
devices/eqx-ash-cr5/interfaces/to_eqx-ash-owamp, 10000
devices/eqx-ash-cr5/interfaces/to_eqx-ash-pt1_v4, 10000
devices/eqx-ash-cr5/interfaces/to_eqx-ash-pt1_v6, 10000
devices/eqx-ash-cr5/interfaces/to_doenet-eqx-ash_se-431, 10000
devices/eqx-ash-cr5/interfaces/to_wash-cr5_ip-c, 100000
devices/eqx-ash-cr5/interfaces/to_doenet-eqx-ash_se-432, 10000
devices/eqx-ash-cr5/interfaces/to_eqx-ash_ip-a, 100000
devices/eqx-ash-cr5/interfaces/to_eqxdc4-mpr1, 10000
devices/eqx-ash-cr5/interfaces/to_doe-gtn-rt2_ip-b, 10000
devices/eqx-ash-cr5/interfaces/to_wash-cr5_ip-b, 100000
devices/eqx-ash-cr5/interfaces/to_eqx-chi-cr5_ip-a, 100000
devices/eqx-ash-cr5/interfaces/9%2F1%2F1, 10000
devices/eqx-ash-cr5/interfaces/9%2F1%2F2, 10000
devices/eqx-ash-cr5/interfaces/9%2F1%2F3, 10000
devices/eqx-ash-cr5/interfaces/9%2F1%2F4, 10000
devices/eqx-ash-cr5/interfaces/9%2F1%2F5, 10000
devices/eqx-ash-cr5/interfaces/10%2F1%2F1, 10000
devices/eqx-ash-cr5/interfaces/10%2F1%2F2, 10000
devices/eqx-ash-cr5/interfaces/10%2F1%2F3, 10000
devices/eqx-ash-cr5/interfaces/10%2F1%2F4, 10000
devices/eqx-ash-cr5/interfaces/10%2F1%2F5, 10000
devices/eqx-ash-cr5/interfaces/10%2F2%2F1, 10000
devices/eqx-ash-cr5/interfaces/10%2F2%2F2, 10000
devices/eqx-ash-cr5/interfaces/10%2F2%2F3, 10000
devices/eqx-ash-cr5/interfaces/10%2F2%2F4, 10000
devices/eqx-ash-cr5/interfaces/10%2F2%2F5, 10000
devices/eqx-ash-cr5/interfaces/10%2F2%2F6, 10000
devices/eqx-ash-cr5/interfaces/1%2F1%2F1, 100000
devices/eqx-ash-cr5/interfaces/A%2F1, 100
devices/eqx-ash-cr5/interfaces/1%2F2%2F1, 100000
devices/eqx-ash-cr5/interfaces/to_jlab_ip-b, 10000
devices/eqx-ash-cr5/interfaces/B%2F1, 100
devices/eqx-ash-cr5/interfaces/to_netl-pgh-rt1_ip-a, 10000
devices/eqx-ash-cr5/interfaces/2%2F1%2F1, 100000
devices/eqx-ash-cr5/interfaces/to_netl-mgn-rt1_ip-a, 10000
devices/eqx-ash-cr5/interfaces/2%2F2%2F1, 100000
devices/eqx-chi-asw1/interfaces/vme.0, 1000
devices/eqx-chi-asw1/interfaces/jsrv.1, 1000
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F1.0, 100
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F2.0, 100
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F3.0, 100
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F4.0, 100
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F5.0, 1000
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F6.0, 100
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F7.0, 1000
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F9, 1000
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F8.0, 1000
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F9.0, 1000
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F10, 1000
devices/eqx-chi-asw1/interfaces/gr-0%2F0%2F0, 800
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F11.0, 1000
devices/eqx-chi-asw1/interfaces/ge-0%2F0%2F12, 1000
devices/eqx-chi-asw1/interfaces/xe-0%2F0%2F32, 10000
devices/eqx-chi-asw1/interfaces/xe-0%2F0%2F32.0, 10000
devices/eqx-chi-asw1/interfaces/xe-0%2F0%2F33, 10000
devices/eqx-chi-asw1/interfaces/irb.909, 1000
devices/eqx-chi-asw1/interfaces/irb.0, 1000
devices/eqx-chi-asw1/interfaces/pfh-0%2F0%2F0, 800
devices/eqx-chi-asw1/interfaces/pfe-0%2F0%2F0, 800
devices/eqx-chi-cr5/interfaces/to_eqx-chi-owamp, 10000
devices/eqx-chi-cr5/interfaces/to_eqx-chi-pt1_v4, 10000
devices/eqx-chi-cr5/interfaces/to_eqx-chi-pt1_v6, 10000
devices/eqx-chi-cr5/interfaces/to_eqxch2-mpr1, 10000
devices/eqx-chi-cr5/interfaces/to_chic-cr55_ip-b, 100000
devices/eqx-chi-cr5/interfaces/10%2F1%2F1, 10000
devices/eqx-chi-cr5/interfaces/10%2F1%2F2, 10000
devices/eqx-chi-cr5/interfaces/10%2F1%2F3, 10000
devices/eqx-chi-cr5/interfaces/10%2F1%2F4, 10000
devices/eqx-chi-cr5/interfaces/10%2F1%2F5, 10000
devices/eqx-chi-cr5/interfaces/10%2F1%2F6, 10000
devices/eqx-chi-cr5/interfaces/10%2F2%2F1, 10000
devices/eqx-chi-cr5/interfaces/10%2F2%2F2, 10000
devices/eqx-chi-cr5/interfaces/10%2F2%2F3, 10000
devices/eqx-chi-cr5/interfaces/10%2F2%2F4, 10000
